Station_ID,DATE,LAT,LON,Soil_Moisture,Temp_Avg,Temp_Max,Temp_Min,Earth_Skin_Temp,Rel_Humidity,Root_Soil_Wetness,Precip_Corrected,Master_Index,HIGH,LOW,OPEN,CLOSE,VOLUME
81,2024-02-09,8.25,-6.75,0.45,27.34,36.08,20.16,27.82,32.79,0.44,0.0,345,6030.0,5528.0,5900.0,5888,35319.0
81,2024-02-12,8.25,-6.75,0.45,29.64,38.15,21.72,31.21,47.87,0.44,0.0,348,5958.0,5773.0,5868.0,5860,16137.0
81,2024-02-13,8.25,-6.75,0.45,30.64,39.27,23.26,32.8,49.77,0.43,0.0,349,6029.0,5815.0,5828.0,6001,12137.0
81,2024-02-14,8.25,-6.75,0.45,31.28,40.61,23.94,33.14,42.74,0.43,0.0,350,6039.0,5812.0,6008.0,5949,9014.0
81,2024-02-15,8.25,-6.75,0.45,30.59,40.53,21.35,32.06,33.06,0.43,0.01,351,6030.0,5888.0,5956.0,5961,6096.0
81,2024-02-16,8.25,-6.75,0.45,29.06,35.71,23.18,29.84,44.22,0.43,0.01,352,5964.0,5689.0,5947.0,5706,10725.0
81,2024-02-20,8.25,-6.75,0.44,30.31,38.84,22.5,30.93,27.89,0.42,0.0,356,6069.0,5750.0,5750.0,5999,6822.0
81,2024-02-21,8.25,-6.75,0.44,29.64,37.05,22.71,31.08,31.52,0.42,0.0,357,6311.0,6022.0,6050.0,6198,2545.0
81,2024-02-22,8.25,-6.75,0.44,29.1,38.05,21.94,30.3,37.23,0.42,0.0,358,6340.0,5961.0,6336.0,6169,843.0
81,2024-02-23,8.25,-6.75,0.44,28.17,38.96,18.18,29.47,20.01,0.42,0.0,359,6750.0,6033.0,6033.0,6562,83.0
81,2024-02-26,8.25,-6.75,0.44,29.46,35.68,23.91,31.31,53.04,0.43,1.79,362,6929.0,6650.0,6765.0,6884,42.0
81,2024-02-27,8.25,-6.75,0.44,30.16,36.77,24.42,32.11,57.61,0.43,2.75,363,6893.0,6743.0,6780.0,6755,8.0
81,2024-02-28,8.25,-6.75,0.44,30.14,36.78,24.97,31.69,61.47,0.44,6.84,364,6590.0,6362.0,6590.0,6380,7.0
81,2024-02-29,8.25,-6.75,0.44,30.67,37.68,25.33,31.75,58.52,0.44,2.21,365,6466.0,6413.0,6413.0,6510,319.0
81,2024-03-01,8.25,-6.75,0.44,30.8,39.05,24.47,32.71,52.41,0.44,3.04,366,6769.0,6769.0,6769.0,6826,5.0
81,2024-03-04,8.25,-6.75,0.45,29.85,37.91,23.57,31.87,60.94,0.46,0.09,369,,,,7057,
81,2024-03-05,8.25,-6.75,0.45,30.36,38.79,24.17,31.74,48.96,0.45,0.31,370,7000.0,7000.0,7000.0,6970,1.0
81,2024-03-06,8.25,-6.75,0.45,30.78,39.46,24.13,32.68,51.9,0.45,0.04,371,,,,7170,
81,2024-03-07,8.25,-6.75,0.45,30.95,38.14,25.22,33.08,55.59,0.44,0.91,372,7000.0,7000.0,7000.0,7054,1.0
81,2024-03-08,8.25,-6.75,0.45,30.26,37.37,24.93,32.23,61.88,0.44,1.59,373,6928.0,6928.0,6928.0,6997,1.0
81,2024-03-11,8.25,-6.75,0.45,31.07,38.54,25.29,32.58,56.31,0.45,0.24,376,,,,7329,
81,2024-03-12,8.25,-6.75,0.45,30.89,37.72,26.37,32.48,58.08,0.44,1.1,377,7974.0,7890.0,7890.0,8048,8.0
81,2024-03-13,8.25,-6.75,0.45,30.93,38.53,24.85,32.72,59.06,0.44,0.72,378,,,,8034,
81,2024-03-14,8.25,-6.75,0.45,31.41,39.23,24.82,33.72,56.98,0.44,1.05,379,7715.0,7063.0,7185.0,7405,29410.0
81,2024-03-15,8.25,-6.75,0.45,29.99,35.08,25.49,31.37,62.53,0.44,0.92,380,8186.0,7357.0,7435.0,8018,25580.0
81,2024-03-18,8.25,-6.75,0.45,31.84,39.63,25.78,34.06,55.28,0.44,0.81,383,8493.0,7824.0,8179.0,8172,32655.0
81,2024-03-19,8.25,-6.75,0.44,31.22,37.73,26.21,33.27,57.36,0.44,1.98,384,8412.0,7963.0,8188.0,8027,19138.0
81,2024-03-20,8.25,-6.75,0.45,27.16,32.03,24.0,27.91,72.22,0.45,5.73,385,8429.0,7716.0,7920.0,8324,23723.0
81,2024-03-21,8.25,-6.75,0.45,29.42,37.68,22.56,30.99,58.76,0.45,1.46,386,8653.0,8149.0,8395.0,8559,21272.0
81,2024-03-22,8.25,-6.75,0.45,28.4,34.2,24.54,29.32,71.39,0.45,8.28,387,8960.0,8465.0,8573.0,8939,16403.0
81,2024-03-25,8.25,-6.75,0.45,29.32,35.47,24.34,30.68,64.93,0.45,2.49,390,9684.0,8889.0,8921.0,9649,19698.0
81,2024-03-26,8.25,-6.75,0.46,28.83,34.19,24.55,29.88,70.46,0.46,2.59,391,10080.0,9574.0,9847.0,9622,26263.0
81,2024-03-27,8.25,-6.75,0.45,31.01,38.47,24.8,33.04,61.06,0.45,0.34,392,9917.0,9267.0,9509.0,9843,23291.0
81,2024-03-28,8.25,-6.75,0.45,29.83,35.68,25.29,31.04,70.31,0.45,6.96,393,10014.0,9671.0,9906.0,9766,17953.0
81,2024-04-01,8.25,-6.75,0.46,29.11,33.95,25.32,30.16,71.06,0.45,0.53,397,10318.0,9632.0,9720.0,10120,11594.0
81,2024-04-02,8.25,-6.75,0.46,30.91,39.06,24.8,32.55,62.58,0.45,0.34,398,10324.0,9808.0,10186.0,9949,19824.0
81,2024-04-03,8.25,-6.75,0.45,30.21,37.13,25.57,31.76,67.64,0.45,1.25,399,10044.0,9406.0,9858.0,9524,23087.0
81,2024-04-04,8.25,-6.75,0.45,30.45,38.76,24.08,32.59,64.09,0.45,1.84,400,9644.0,9150.0,9389.0,9462,14914.0
81,2024-04-05,8.25,-6.75,0.45,29.65,36.09,24.64,31.25,68.39,0.45,5.44,401,9990.0,9480.0,9668.0,9795,16993.0
81,2024-04-08,8.25,-6.75,0.47,28.44,33.63,24.68,29.18,74.89,0.48,5.02,404,10443.0,9669.0,9953.0,9895,22946.0
81,2024-04-09,8.25,-6.75,0.47,28.68,35.66,24.34,29.51,73.49,0.48,4.99,405,10321.0,9653.0,9717.0,10204,15144.0
81,2024-04-10,8.25,-6.75,0.47,28.29,34.29,23.67,29.38,74.74,0.48,9.87,406,10629.0,10148.0,10300.0,10411,10866.0
81,2024-04-11,8.25,-6.75,0.48,28.2,32.77,24.35,28.89,71.64,0.48,2.18,407,10771.0,10319.0,10445.0,10373,12639.0
81,2024-04-12,8.25,-6.75,0.47,29.25,35.98,23.81,30.55,64.31,0.48,0.76,408,11039.0,10357.0,10400.0,10987,6464.0
81,2024-04-15,8.25,-6.75,0.47,30.16,36.69,24.71,31.47,63.51,0.46,1.48,411,11206.0,10830.0,10884.0,11001,5550.0
81,2024-04-16,8.25,-6.75,0.47,30.94,38.68,24.71,32.56,60.21,0.46,0.13,412,11085.0,9988.0,11063.0,10243,4386.0
81,2024-04-17,8.25,-6.75,0.46,29.7,36.18,25.33,31.16,64.05,0.46,0.14,413,10630.0,10100.0,10173.0,10340,5414.0
81,2024-04-18,8.25,-6.75,0.46,31.0,39.59,24.25,32.45,55.95,0.45,0.0,414,11388.0,10530.0,10620.0,11311,5542.0
81,2024-04-19,8.25,-6.75,0.46,30.83,38.02,24.89,32.55,63.52,0.45,0.05,415,12261.0,11132.0,11504.0,11878,2808.0
81,2024-04-22,8.25,-6.75,0.46,28.33,33.28,24.79,29.21,71.92,0.45,4.39,418,12136.0,10929.0,11967.0,11166,1652.0
81,2024-04-23,8.25,-6.75,0.46,29.39,36.03,24.48,30.7,65.4,0.45,3.31,419,10835.0,10221.0,10803.0,10584,3530.0
81,2024-04-24,8.25,-6.75,0.47,28.07,33.26,24.97,28.46,76.74,0.47,11.96,420,11600.0,10835.0,10835.0,11043,19.0
81,2024-04-25,8.25,-6.75,0.47,28.47,33.13,24.46,29.21,72.42,0.47,0.54,421,11530.0,10800.0,11530.0,10988,6.0
81,2024-04-26,8.25,-6.75,0.47,28.28,32.75,24.46,28.98,74.38,0.47,1.88,422,10975.0,10973.0,10973.0,10729,8.0
81,2024-04-29,8.25,-6.75,0.47,28.93,33.55,25.06,29.72,71.68,0.47,4.15,425,10327.0,9958.0,10327.0,9983,30.0
81,2024-04-30,8.25,-6.75,0.47,30.25,37.94,23.88,31.2,66.16,0.47,1.47,426,10115.0,8651.0,9610.0,10133,18.0
81,2024-05-01,8.25,-6.75,0.46,30.62,38.3,24.74,31.9,63.49,0.46,0.66,427,9206.0,8930.0,9206.0,9183,15.0
81,2024-05-02,8.25,-6.75,0.47,28.35,33.31,24.66,29.15,73.35,0.47,8.82,428,8750.0,8240.0,8750.0,8483,22.0
81,2024-05-03,8.25,-6.75,0.47,29.39,35.98,23.98,30.56,67.91,0.47,2.47,429,8550.0,8513.0,8550.0,8505,10.0
81,2024-05-06,8.25,-6.75,0.47,27.71,32.02,25.28,28.14,81.09,0.47,3.53,432,8570.0,8570.0,8570.0,8571,4.0
81,2024-05-07,8.25,-6.75,0.47,29.27,36.19,23.78,30.53,68.61,0.47,0.53,433,,,,9593,
81,2024-05-08,8.25,-6.75,0.47,29.72,36.18,24.48,31.09,65.49,0.47,0.59,434,,,,9617,
81,2024-05-09,8.25,-6.75,0.47,29.86,36.32,24.72,31.2,66.36,0.46,1.41,435,,,,9678,
81,2024-05-10,8.25,-6.75,0.47,29.72,35.72,25.03,30.88,66.91,0.46,0.48,436,,,,9874,
81,2024-05-13,8.25,-6.75,0.47,28.5,34.31,24.17,29.34,72.44,0.46,1.49,439,,,,8149,
81,2024-05-14,8.25,-6.75,0.47,28.32,33.64,24.38,29.36,72.88,0.46,1.84,440,9000.0,9000.0,9000.0,8751,1.0
81,2024-05-15,8.25,-6.75,0.47,28.49,33.62,23.95,29.4,71.53,0.46,1.03,441,,,,9066,
81,2024-05-16,8.25,-6.75,0.47,27.45,31.03,24.8,27.91,78.96,0.46,13.5,442,7951.0,7202.0,7896.0,7393,11580.0
81,2024-05-17,8.25,-6.75,0.49,27.01,31.3,23.35,26.94,72.77,0.51,16.93,443,7685.0,7137.0,7350.0,7348,7907.0
81,2024-05-20,8.25,-6.75,0.48,28.43,32.81,24.59,29.09,76.19,0.49,0.74,446,7373.0,6767.0,7277.0,7216,10261.0
81,2024-05-21,8.25,-6.75,0.48,28.3,32.96,24.48,28.84,77.74,0.48,2.82,447,7492.0,6910.0,7077.0,7394,7994.0
81,2024-05-22,8.25,-6.75,0.48,27.79,32.15,24.48,28.29,80.0,0.48,2.94,448,7638.0,7273.0,7372.0,7536,8462.0
81,2024-05-23,8.25,-6.75,0.49,26.98,31.46,24.25,27.46,81.84,0.49,5.29,449,8400.0,7323.0,7423.0,8109,14084.0
81,2024-05-24,8.25,-6.75,0.48,28.35,35.04,22.85,29.55,71.39,0.49,0.6,450,8436.0,7869.0,8219.0,8294,10974.0
81,2024-05-28,8.25,-6.75,0.48,29.77,37.04,23.45,31.22,62.64,0.47,0.24,454,8800.0,7942.0,8200.0,8780,15093.0
81,2024-05-29,8.25,-6.75,0.48,29.78,36.2,24.63,31.07,66.2,0.47,1.11,455,9460.0,8690.0,8730.0,9309,14757.0
81,2024-05-30,8.25,-6.75,0.48,28.29,32.46,24.84,28.81,74.89,0.47,2.23,456,9550.0,9054.0,9278.0,9257,9201.0
81,2024-05-31,8.25,-6.75,0.48,27.38,31.51,24.64,27.66,83.12,0.48,9.02,457,9420.0,9031.0,9242.0,9331,8033.0
81,2024-06-03,8.25,-6.75,0.49,27.29,32.52,22.95,28.24,77.55,0.5,2.84,460,10047.0,9181.0,9331.0,9775,17665.0
81,2024-06-04,8.25,-6.75,0.49,27.67,33.04,23.59,28.65,75.91,0.5,1.68,461,9697.0,9162.0,9446.0,9557,14149.0
81,2024-06-05,8.25,-6.75,0.49,28.52,35.09,22.93,29.72,70.88,0.49,0.63,462,9642.0,9103.0,9410.0,9408,12615.0
81,2024-06-06,8.25,-6.75,0.49,27.7,32.76,24.31,28.49,77.38,0.48,2.08,463,9987.0,9566.0,9600.0,9872,11501.0
81,2024-06-07,8.25,-6.75,0.49,27.63,33.21,23.62,28.51,75.61,0.48,2.14,464,10098.0,9812.0,9865.0,9933,15344.0
81,2024-06-10,8.25,-6.75,0.49,27.16,31.9,24.13,27.79,77.62,0.48,2.27,467,10038.0,9411.0,9933.0,9687,9152.0
81,2024-06-11,8.25,-6.75,0.48,28.14,34.49,23.21,29.44,69.5,0.48,0.16,468,10055.0,9597.0,9597.0,9910,9207.0
81,2024-06-12,8.25,-6.75,0.48,28.74,35.01,23.53,30.25,68.19,0.47,0.66,469,10640.0,9950.0,10088.0,10539,7296.0
81,2024-06-13,8.25,-6.75,0.48,27.65,31.29,24.04,28.29,72.79,0.47,2.29,470,11000.0,10491.0,10595.0,10810,4837.0
81,2024-06-14,8.25,-6.75,0.48,27.22,31.93,23.71,28.0,75.61,0.47,2.2,471,10850.0,9567.0,10784.0,10294,2946.0
81,2024-06-17,8.25,-6.75,0.5,25.12,28.73,23.04,25.35,86.79,0.51,19.18,474,10307.0,9477.0,10225.0,9659,3308.0
81,2024-06-18,8.25,-6.75,0.5,26.71,32.27,22.16,27.58,78.85,0.51,3.58,475,10014.0,9531.0,9628.0,9938,2336.0
81,2024-06-20,8.25,-6.75,0.5,27.85,33.39,23.74,28.58,76.25,0.5,3.6,477,10295.0,9319.0,9910.0,9598,2143.0
81,2024-06-21,8.25,-6.75,0.5,26.36,29.91,23.83,26.79,82.69,0.5,4.98,478,9725.0,8600.0,9280.0,8995,1568.0
81,2024-06-24,8.25,-6.75,0.5,27.76,33.69,22.41,28.9,72.49,0.49,1.17,481,8864.0,7882.0,8792.0,7978,28.0
81,2024-06-25,8.25,-6.75,0.5,27.07,31.59,23.44,27.73,77.94,0.49,8.78,482,8144.0,7521.0,8144.0,7967,7.0
81,2024-06-26,8.25,-6.75,0.5,26.58,30.94,22.71,27.23,78.37,0.5,3.68,483,7950.0,7500.0,7950.0,7797,5.0
81,2024-06-27,8.25,-6.75,0.5,27.14,32.7,22.74,28.11,76.75,0.5,5.09,484,7500.0,7361.0,7500.0,7397,9.0
81,2024-06-28,8.25,-6.75,0.5,26.36,30.88,22.82,26.99,79.97,0.5,4.22,485,7692.0,7692.0,7692.0,7729,1.0
50,2024-02-01,6.75,-4.25,0.47,29.28,36.08,23.87,30.42,62.57,0.47,0.0,337,4981.0,4828.0,4832.0,4956,36184.0
50,2024-02-02,6.75,-4.25,0.47,29.18,37.32,23.71,30.08,53.92,0.46,0.0,338,5032.0,4939.0,4990.0,5009,37945.0
50,2024-02-05,6.75,-4.25,0.46,26.84,33.24,22.25,26.87,51.69,0.46,0.0,341,5249.0,5010.0,5035.0,5189,37591.0
50,2024-02-06,6.75,-4.25,0.46,26.89,33.64,21.71,27.09,50.32,0.45,0.0,342,5288.0,5133.0,5244.0,5220,36089.0
50,2024-02-07,6.75,-4.25,0.46,28.29,37.32,21.55,28.77,38.38,0.45,0.0,343,5429.0,5194.0,5219.0,5410,42231.0
50,2024-02-08,6.75,-4.25,0.46,27.71,36.41,21.54,28.12,42.99,0.45,0.0,344,5874.0,5451.0,5488.0,5805,37991.0
50,2024-02-09,6.75,-4.25,0.46,29.11,38.34,21.41,30.47,57.0,0.45,0.0,345,6030.0,5528.0,5900.0,5888,35319.0
50,2024-02-12,6.75,-4.25,0.45,31.03,38.04,25.1,32.74,60.31,0.45,0.37,348,5958.0,5773.0,5868.0,5860,16137.0
50,2024-02-13,6.75,-4.25,0.45,31.16,37.95,25.53,32.81,62.89,0.45,0.38,349,6029.0,5815.0,5828.0,6001,12137.0
50,2024-02-14,6.75,-4.25,0.45,32.16,40.55,25.5,34.37,57.93,0.45,0.35,350,6039.0,5812.0,6008.0,5949,9014.0
50,2024-02-15,6.75,-4.25,0.45,32.3,40.95,25.19,34.54,55.84,0.45,0.3,351,6030.0,5888.0,5956.0,5961,6096.0
50,2024-02-16,6.75,-4.25,0.45,31.17,38.08,25.89,33.04,58.52,0.45,0.14,352,5964.0,5689.0,5947.0,5706,10725.0
50,2024-02-20,6.75,-4.25,0.45,32.09,38.42,26.42,34.36,55.9,0.45,0.04,356,6069.0,5750.0,5750.0,5999,6822.0
50,2024-02-21,6.75,-4.25,0.45,31.45,37.1,26.82,33.33,58.16,0.45,0.11,357,6311.0,6022.0,6050.0,6198,2545.0
50,2024-02-22,6.75,-4.25,0.45,31.73,38.51,26.5,33.19,51.09,0.45,0.16,358,6340.0,5961.0,6336.0,6169,843.0
50,2024-02-23,6.75,-4.25,0.45,31.17,38.99,24.91,32.41,43.41,0.45,0.02,359,6750.0,6033.0,6033.0,6562,83.0
50,2024-02-26,6.75,-4.25,0.45,31.13,36.85,25.78,32.9,56.23,0.44,0.63,362,6929.0,6650.0,6765.0,6884,42.0
50,2024-02-27,6.75,-4.25,0.45,31.68,39.01,25.93,33.79,56.59,0.44,0.48,363,6893.0,6743.0,6780.0,6755,8.0
50,2024-02-28,6.75,-4.25,0.45,31.22,37.55,26.12,32.87,59.99,0.45,2.59,364,6590.0,6362.0,6590.0,6380,7.0
50,2024-02-29,6.75,-4.25,0.45,31.11,36.47,26.24,32.14,59.6,0.45,0.8,365,6466.0,6413.0,6413.0,6510,319.0
50,2024-03-01,6.75,-4.25,0.46,27.61,30.14,25.22,27.93,79.28,0.46,8.46,366,6769.0,6769.0,6769.0,6826,5.0
50,2024-03-04,6.75,-4.25,0.52,29.87,37.67,23.43,31.28,67.21,0.53,0.27,369,,,,7057,
50,2024-03-05,6.75,-4.25,0.51,29.7,36.5,23.8,31.0,67.3,0.52,1.16,370,7000.0,7000.0,7000.0,6970,1.0
50,2024-03-06,6.75,-4.25,0.51,29.65,36.11,24.64,30.67,69.83,0.52,2.12,371,,,,7170,
50,2024-03-07,6.75,-4.25,0.51,28.69,34.41,24.77,29.64,75.39,0.51,4.78,372,7000.0,7000.0,7000.0,7054,1.0
50,2024-03-08,6.75,-4.25,0.51,28.34,33.61,24.35,29.17,76.41,0.52,2.36,373,6928.0,6928.0,6928.0,6997,1.0
50,2024-03-11,6.75,-4.25,0.51,30.06,36.3,25.08,30.91,69.65,0.52,1.86,376,,,,7329,
50,2024-03-12,6.75,-4.25,0.51,28.32,31.76,25.76,28.62,79.25,0.52,3.23,377,7974.0,7890.0,7890.0,8048,8.0
50,2024-03-13,6.75,-4.25,0.51,28.54,33.5,24.94,29.12,76.6,0.52,1.39,378,,,,8034,
50,2024-03-14,6.75,-4.25,0.51,29.67,36.35,24.44,30.86,71.94,0.52,1.86,379,7715.0,7063.0,7185.0,7405,29410.0
50,2024-03-15,6.75,-4.25,0.51,28.86,34.11,25.1,29.42,74.02,0.52,1.69,380,8186.0,7357.0,7435.0,8018,25580.0
50,2024-03-18,6.75,-4.25,0.51,30.28,36.9,25.36,31.39,71.68,0.52,6.59,383,8493.0,7824.0,8179.0,8172,32655.0
50,2024-03-19,6.75,-4.25,0.52,29.26,34.7,25.47,30.01,75.84,0.52,12.32,384,8412.0,7963.0,8188.0,8027,19138.0
50,2024-03-20,6.75,-4.25,0.53,27.96,33.54,24.13,28.55,74.14,0.55,8.44,385,8429.0,7716.0,7920.0,8324,23723.0
50,2024-03-21,6.75,-4.25,0.53,29.7,36.8,23.85,30.76,65.55,0.54,1.27,386,8653.0,8149.0,8395.0,8559,21272.0
50,2024-03-22,6.75,-4.25,0.54,27.08,29.96,25.14,27.22,84.4,0.55,13.8,387,8960.0,8465.0,8573.0,8939,16403.0
50,2024-03-25,6.75,-4.25,0.54,28.7,33.95,24.07,29.53,73.88,0.55,0.89,390,9684.0,8889.0,8921.0,9649,19698.0
50,2024-03-26,6.75,-4.25,0.54,29.31,35.9,24.32,30.2,72.73,0.54,0.76,391,10080.0,9574.0,9847.0,9622,26263.0
50,2024-03-27,6.75,-4.25,0.53,29.69,35.74,24.84,30.72,73.31,0.54,1.3,392,9917.0,9267.0,9509.0,9843,23291.0
50,2024-03-28,6.75,-4.25,0.53,30.41,36.49,25.29,31.54,72.11,0.53,3.04,393,10014.0,9671.0,9906.0,9766,17953.0
50,2024-04-01,6.75,-4.25,0.53,29.12,34.37,25.38,29.84,74.79,0.54,0.19,397,10318.0,9632.0,9720.0,10120,11594.0
50,2024-04-02,6.75,-4.25,0.53,29.55,35.21,25.04,30.38,73.59,0.53,0.39,398,10324.0,9808.0,10186.0,9949,19824.0
50,2024-04-03,6.75,-4.25,0.52,27.91,31.48,25.46,28.13,80.24,0.53,0.6,399,10044.0,9406.0,9858.0,9524,23087.0
50,2024-04-04,6.75,-4.25,0.52,29.76,37.21,23.42,31.11,68.77,0.53,0.36,400,9644.0,9150.0,9389.0,9462,14914.0
50,2024-04-05,6.75,-4.25,0.52,29.62,35.95,24.64,30.73,71.36,0.52,1.05,401,9990.0,9480.0,9668.0,9795,16993.0
50,2024-04-08,6.75,-4.25,0.52,28.14,31.89,25.5,28.51,80.53,0.52,4.17,404,10443.0,9669.0,9953.0,9895,22946.0
50,2024-04-09,6.75,-4.25,0.52,27.64,31.81,24.44,27.96,79.94,0.52,0.41,405,10321.0,9653.0,9717.0,10204,15144.0
50,2024-04-10,6.75,-4.25,0.52,28.83,35.06,23.96,29.65,74.74,0.52,3.64,406,10629.0,10148.0,10300.0,10411,10866.0
50,2024-04-11,6.75,-4.25,0.52,28.82,34.45,24.72,29.42,71.49,0.52,1.24,407,10771.0,10319.0,10445.0,10373,12639.0
50,2024-04-12,6.75,-4.25,0.51,29.38,35.89,24.09,30.4,68.68,0.52,0.4,408,11039.0,10357.0,10400.0,10987,6464.0
50,2024-04-15,6.75,-4.25,0.51,30.68,37.95,24.94,31.96,67.59,0.5,1.73,411,11206.0,10830.0,10884.0,11001,5550.0
50,2024-04-16,6.75,-4.25,0.51,29.72,35.43,25.27,30.66,73.19,0.51,5.02,412,11085.0,9988.0,11063.0,10243,4386.0
50,2024-04-17,6.75,-4.25,0.51,30.18,36.93,25.29,31.25,69.46,0.51,0.45,413,10630.0,10100.0,10173.0,10340,5414.0
50,2024-04-18,6.75,-4.25,0.51,29.3,34.32,25.32,29.89,71.28,0.5,0.2,414,11388.0,10530.0,10620.0,11311,5542.0
50,2024-04-19,6.75,-4.25,0.5,28.68,33.0,25.28,29.03,79.46,0.5,3.63,415,12261.0,11132.0,11504.0,11878,2808.0
50,2024-04-22,6.75,-4.25,0.54,27.66,31.76,24.68,28.03,80.76,0.55,0.44,418,12136.0,10929.0,11967.0,11166,1652.0
50,2024-04-23,6.75,-4.25,0.54,27.82,32.63,24.47,28.21,81.63,0.55,14.81,419,10835.0,10221.0,10803.0,10584,3530.0
50,2024-04-24,6.75,-4.25,0.55,28.9,35.61,24.07,29.73,74.53,0.56,1.74,420,11600.0,10835.0,10835.0,11043,19.0
50,2024-04-25,6.75,-4.25,0.55,28.64,33.63,24.56,29.3,76.63,0.56,2.22,421,11530.0,10800.0,11530.0,10988,6.0
50,2024-04-26,6.75,-4.25,0.55,28.65,33.67,24.58,29.26,78.3,0.55,2.91,422,10975.0,10973.0,10973.0,10729,8.0
50,2024-04-29,6.75,-4.25,0.55,28.26,32.12,25.66,28.45,79.89,0.55,6.18,425,10327.0,9958.0,10327.0,9983,30.0
50,2024-04-30,6.75,-4.25,0.55,29.96,36.3,24.39,30.82,71.44,0.55,0.57,426,10115.0,8651.0,9610.0,10133,18.0
50,2024-05-01,6.75,-4.25,0.54,27.52,30.81,24.77,27.71,85.66,0.55,7.24,427,9206.0,8930.0,9206.0,9183,15.0
50,2024-05-02,6.75,-4.25,0.55,27.9,33.63,23.56,28.59,77.79,0.55,0.43,428,8750.0,8240.0,8750.0,8483,22.0
50,2024-05-03,6.75,-4.25,0.54,29.36,35.64,24.19,30.23,71.88,0.54,0.39,429,8550.0,8513.0,8550.0,8505,10.0
50,2024-05-06,6.75,-4.25,0.54,27.5,31.13,25.39,27.73,86.21,0.54,5.79,432,8570.0,8570.0,8570.0,8571,4.0
50,2024-05-07,6.75,-4.25,0.54,28.11,33.07,24.48,28.81,77.69,0.54,0.32,433,,,,9593,
50,2024-05-08,6.75,-4.25,0.53,29.33,35.44,24.28,30.33,70.82,0.53,0.66,434,,,,9617,
50,2024-05-09,6.75,-4.25,0.53,29.4,35.11,25.02,30.12,73.86,0.53,2.67,435,,,,9678,
50,2024-05-10,6.75,-4.25,0.52,28.89,34.02,24.84,29.57,76.32,0.53,0.48,436,,,,9874,
50,2024-05-13,6.75,-4.25,0.53,28.24,32.88,24.69,28.58,77.54,0.53,3.29,439,,,,8149,
50,2024-05-14,6.75,-4.25,0.53,28.75,34.36,24.39,29.58,73.96,0.53,0.67,440,9000.0,9000.0,9000.0,8751,1.0
50,2024-05-15,6.75,-4.25,0.52,28.96,34.79,24.18,29.88,75.34,0.53,3.74,441,,,,9066,
50,2024-05-16,6.75,-4.25,0.53,27.54,31.55,24.99,27.92,84.08,0.53,5.96,442,7951.0,7202.0,7896.0,7393,11580.0
50,2024-05-17,6.75,-4.25,0.53,28.88,35.51,23.81,29.78,71.57,0.53,0.22,443,7685.0,7137.0,7350.0,7348,7907.0
50,2024-05-20,6.75,-4.25,0.52,29.04,34.34,25.11,29.79,77.55,0.53,2.04,446,7373.0,6767.0,7277.0,7216,10261.0
50,2024-05-21,6.75,-4.25,0.53,28.18,32.09,25.31,28.53,83.11,0.53,5.93,447,7492.0,6910.0,7077.0,7394,7994.0
50,2024-05-22,6.75,-4.25,0.53,27.84,32.11,25.05,28.23,83.77,0.54,7.5,448,7638.0,7273.0,7372.0,7536,8462.0
50,2024-05-23,6.75,-4.25,0.54,28.0,33.43,24.07,28.62,77.86,0.54,2.97,449,8400.0,7323.0,7423.0,8109,14084.0
50,2024-05-24,6.75,-4.25,0.53,28.28,33.79,24.03,29.03,75.08,0.54,1.38,450,8436.0,7869.0,8219.0,8294,10974.0
50,2024-05-28,6.75,-4.25,0.54,28.75,35.06,23.35,29.84,74.01,0.55,0.58,454,8800.0,7942.0,8200.0,8780,15093.0
50,2024-05-29,6.75,-4.25,0.54,28.51,33.26,24.88,29.21,78.98,0.55,2.43,455,9460.0,8690.0,8730.0,9309,14757.0
50,2024-05-30,6.75,-4.25,0.54,27.87,31.88,24.83,28.21,83.04,0.55,4.31,456,9550.0,9054.0,9278.0,9257,9201.0
50,2024-05-31,6.75,-4.25,0.55,27.5,31.62,24.85,27.82,85.06,0.55,6.96,457,9420.0,9031.0,9242.0,9331,8033.0
50,2024-06-03,6.75,-4.25,0.55,27.51,32.34,23.4,28.36,78.14,0.56,0.75,460,10047.0,9181.0,9331.0,9775,17665.0
50,2024-06-04,6.75,-4.25,0.55,27.48,32.17,24.16,28.06,79.99,0.56,3.51,461,9697.0,9162.0,9446.0,9557,14149.0
50,2024-06-05,6.75,-4.25,0.55,27.56,32.6,23.79,28.25,79.28,0.55,1.29,462,9642.0,9103.0,9410.0,9408,12615.0
50,2024-06-06,6.75,-4.25,0.55,26.88,30.97,24.25,27.16,85.62,0.55,5.25,463,9987.0,9566.0,9600.0,9872,11501.0
50,2024-06-07,6.75,-4.25,0.55,27.22,31.89,23.93,27.76,80.31,0.56,1.89,464,10098.0,9812.0,9865.0,9933,15344.0
50,2024-06-10,6.75,-4.25,0.56,26.61,30.68,23.93,26.84,85.39,0.56,5.62,467,10038.0,9411.0,9933.0,9687,9152.0
50,2024-06-11,6.75,-4.25,0.56,27.05,32.11,23.16,27.69,81.67,0.57,3.19,468,10055.0,9597.0,9597.0,9910,9207.0
50,2024-06-12,6.75,-4.25,0.56,27.08,31.53,23.19,27.68,82.59,0.56,5.67,469,10640.0,9950.0,10088.0,10539,7296.0
